predictions
name,address,category,P_closed,google_url,actually_closed
ByeDusty,Moutain View,home_cleaning,0.001,https://www.google.com/search?q=ByeDusty+Moutain+View+Mountain+View,
Safari Kid,856 W El Camino Real,preschool,0.001,https://www.google.com/search?q=Safari+Kid+856+W+El+Camino+Real+Mountain+View,
Cohome,50 California St,real_estate,0.001,https://www.google.com/search?q=Cohome+50+California+St+San+Francisco,
Gelato Classico Italian Ice Cream,241 Castro St,gelato,0.001,https://www.google.com/search?q=Gelato+Classico+Italian+Ice+Cream+241+Castro+St+Mountain+View,
Bella on villa salon,744 Villa St,beauty_salon,0.001,https://www.google.com/search?q=Bella+on+villa+salon+744+Villa+St+Mountain+View,
Koncept Education Inc.,800 W El Camino Real,tutoring_center,0.001,https://www.google.com/search?q=Koncept+Education+Inc.+800+W+El+Camino+Real+Mountain+View,
NorthStar Survey,211 Hope St,land_surveying,0.001,https://www.google.com/search?q=NorthStar+Survey+211+Hope+St+Mountain+View,
Institute of Voice,278 Hope St,music_school,0.001,https://www.google.com/search?q=Institute+of+Voice+278+Hope+St+Mountain+View,
Element Home Remodeling,800 W El Camino Real,contractor,0.001,https://www.google.com/search?q=Element+Home+Remodeling+800+W+El+Camino+Real+Mountain+View,
Wellness Spa,278 Hope St,massage,0.001,https://www.google.com/search?q=Wellness+Spa+278+Hope+St+Mountain+View,
Online Jewelry جواهرات آنلاین, Mountain View,b2b_jewelers,0.001,https://www.google.com/search?q=Online+Jewelry+%D8%AC%D9%88%D8%A7%D9%87%D8%B1%D8%A7%D8%AA+%D8%A2%D9%86%D9%84%D8%A7%DB%8C%D9%86+Mountain+View+Mountain+View,
Mountain View Post Office,211 Hope St,post_office,0.001,https://www.google.com/search?q=Mountain+View+Post+Office+211+Hope+St+Mountain+View,
"Starbucks, 177 W El Camino Real, Mountain View, Ca",1003 W El Camino Real,coffee_shop,0.001,https://www.google.com/search?q=Starbucks%2C+177+W+El+Camino+Real%2C+Mountain+View%2C+Ca+1003+W+El+Camino+Real+Mountain+View,
Church in Mountain View,912 W El Camino Real,church_cathedral,0.001,https://www.google.com/search?q=Church+in+Mountain+View+912+W+El+Camino+Real+Mountain+View,
Mariano Castro Elementary School,220 View St,elementary_school,0.001,https://www.google.com/search?q=Mariano+Castro+Elementary+School+220+View+St+Mountain+View,
Transform Fitness Studio,319 Castro St,pilates_studio,0.001,https://www.google.com/search?q=Transform+Fitness+Studio+319+Castro+St+Mountain+View,
Thread Theory Professional Tailoring,607 W Dana St,appliance_repair_service,0.001,https://www.google.com/search?q=Thread+Theory+Professional+Tailoring+607+W+Dana+St+Mountain+View,
Hair by Heinz,617 W Dana St,hair_salon,0.001,https://www.google.com/search?q=Hair+by+Heinz+617+W+Dana+St+Mountain+View,
Melody Spa,607 W Dana St,spas,0.001,https://www.google.com/search?q=Melody+Spa+607+W+Dana+St+Mountain+View,
LibertyX Bitcoin ATM,744 W Dana St,atms,0.001,https://www.google.com/search?q=LibertyX+Bitcoin+ATM+744+W+Dana+St+Mountain+View,
Dr. Lucy Osgood,694 W Dana St,chiropractor,0.001,https://www.google.com/search?q=Dr.+Lucy+Osgood+694+W+Dana+St+Mountain+View,
Wealth Architects,800 W El Camino Real,financial_advising,0.001,https://www.google.com/search?q=Wealth+Architects+800+W+El+Camino+Real+Mountain+View,
Neeradave Realtor,268 Castro St,real_estate_agent,0.001,https://www.google.com/search?q=Neeradave+Realtor+268+Castro+St+Mountain+View,
Dandies Barbershop and Beard Stylist,357 Castro St,barber,0.001,https://www.google.com/search?q=Dandies+Barbershop+and+Beard+Stylist+357+Castro+St+Mountain+View,
The Dave Keefe Real Estate Team,268 Castro St,real_estate_agent,0.001,https://www.google.com/search?q=The+Dave+Keefe+Real+Estate+Team+268+Castro+St+Mountain+View,
"Mike Jerant Guitar, Bass, Uke and Piano Instruction",257 Castro St,tutoring_center,0.001,https://www.google.com/search?q=Mike+Jerant+Guitar%2C+Bass%2C+Uke+and+Piano+Instruction+257+Castro+St+Mountain+View,
Downtown Mountain View Station,,train_station,0.001,https://www.google.com/search?q=Downtown+Mountain+View+Station+Mountain+View,
Moving Optimal Chiropractic,838 W Dana St,chiropractor,0.001,https://www.google.com/search?q=Moving+Optimal+Chiropractic+838+W+Dana+St+Mountain+View,
Storidge,650 Castro St,software_development,0.001,https://www.google.com/search?q=Storidge+650+Castro+St+Mountain+View,
Studio 364,364 Castro St,beauty_salon,0.001,https://www.google.com/search?q=Studio+364+364+Castro+St+Mountain+View,
ATM CVS,850 California St,atms,0.001,https://www.google.com/search?q=ATM+CVS+850+California+St+Mountain+View,
Dental House of Wellington,12012 S Shore Blvd,dentist,0.001,https://www.google.com/search?q=Dental+House+of+Wellington+12012+S+Shore+Blvd+Wellington,
CVS Pharmacy,850 California St,pharmacy,0.001,https://www.google.com/search?q=CVS+Pharmacy+850+California+St+Mountain+View,
Health Gorilla,800 W El Camino Real,software_development,0.001,https://www.google.com/search?q=Health+Gorilla+800+W+El+Camino+Real+Mountain+View,
Essence Salon,826 W Dana St,hair_salon,0.001,https://www.google.com/search?q=Essence+Salon+826+W+Dana+St+Mountain+View,
Fleur De Lis Florist,811 Castro St,flowers_and_gifts_shop,0.001,https://www.google.com/search?q=Fleur+De+Lis+Florist+811+Castro+St+Mountain+View,
Smartcar,650 Castro St,software_development,0.001,https://www.google.com/search?q=Smartcar+650+Castro+St+Mountain+View,
Mountain View Public Safety Foundation,650 Castro St,charity_organization,0.001,https://www.google.com/search?q=Mountain+View+Public+Safety+Foundation+650+Castro+St+Mountain+View,
Vee Cosmetics,380 Castro St,cosmetic_and_beauty_supplies,0.001,https://www.google.com/search?q=Vee+Cosmetics+380+Castro+St+Mountain+View,
McCain Lina M DVM,350 Franklin St,veterinarian,0.001,https://www.google.com/search?q=McCain+Lina+M+DVM+350+Franklin+St+Mountain+View,
Abundant Life Christian Fllwsp,902 Villa St,charity_organization,0.001,https://www.google.com/search?q=Abundant+Life+Christian+Fllwsp+902+Villa+St+Mountain+View,
Dana Park,1150 W Dana St,park,0.001,https://www.google.com/search?q=Dana+Park+1150+W+Dana+St+Mountain+View,
Mountain View Candle Company,320 Mountain View Ave,home_goods_store,0.001,https://www.google.com/search?q=Mountain+View+Candle+Company+320+Mountain+View+Ave+Mountain+View,
Skycorp Incorporated,285 Mountain View Ave,travel_services,0.001,https://www.google.com/search?q=Skycorp+Incorporated+285+Mountain+View+Ave+Mountain+View,
City of Mountain View - Fire Department,1000 Villa St,fire_department,0.001,https://www.google.com/search?q=City+of+Mountain+View+-+Fire+Department+1000+Villa+St+Mountain+View,
Confluent,899 W Evelyn Ave,software_development,0.001,https://www.google.com/search?q=Confluent+899+W+Evelyn+Ave+Mountain+View,
Mountain View High School Castro St Mountain View CA,650 Castro St,high_school,0.001,https://www.google.com/search?q=Mountain+View+High+School+Castro+St+Mountain+View+CA+650+Castro+St+Mountain+View,
SMB Services,384 Castro St,accountant,0.001,https://www.google.com/search?q=SMB+Services+384+Castro+St+Mountain+View,
William Maston Architect and Associates,372 Castro St,architectural_designer,0.001,https://www.google.com/search?q=William+Maston+Architect+and+Associates+372+Castro+St+Mountain+View,
Mountain View,600 W Evelyn Ave,train_station,0.001,https://www.google.com/search?q=Mountain+View+600+W+Evelyn+Ave+Mountain+View,
SentinelOne,444 Castro St,software_development,0.001,https://www.google.com/search?q=SentinelOne+444+Castro+St+Mountain+View,
Christian Counseling Center,748 Mercy St,counseling_and_mental_health,0.001,https://www.google.com/search?q=Christian+Counseling+Center+748+Mercy+St+Mountain+View,
LinkedIn Talent Solutions,,information_technology_company,0.001,https://www.google.com/search?q=LinkedIn+Talent+Solutions+Mountain+View,
Premier Airport Shuttle,800 W El Camino Real,airport_shuttles,0.001,https://www.google.com/search?q=Premier+Airport+Shuttle+800+W+El+Camino+Real+Mountain+View,
Mountain View Optometry,495 Castro St,optometrist,0.001,https://www.google.com/search?q=Mountain+View+Optometry+495+Castro+St+Mountain+View,
Downtown Mountain View,565 Castro St,mountain,0.001,https://www.google.com/search?q=Downtown+Mountain+View+565+Castro+St+Mountain+View,
Passware,800 W El Camino Real,information_technology_company,0.001,https://www.google.com/search?q=Passware+800+W+El+Camino+Real+Mountain+View,
Mountain View Art & Wine Festival,500 Castro St,topic_concert_venue,0.001,https://www.google.com/search?q=Mountain+View+Art+%26+Wine+Festival+500+Castro+St+Mountain+View,
Megagon Labs,444 Castro St,computer_hardware_company,0.001,https://www.google.com/search?q=Megagon+Labs+444+Castro+St+Mountain+View,
Mountain View Farmers' Market,"Lot 12, Bryant St",farmers_market,0.001,https://www.google.com/search?q=Mountain+View+Farmers%27+Market+Lot+12%2C+Bryant+St+Mountain+View,
Ume Tea,220 Castro St,bubble_tea,0.001,https://www.google.com/search?q=Ume+Tea+220+Castro+St+Mountain+View,
Silicon Valley Community Foundation,444 Castro St,community_services_non_profits,0.001,https://www.google.com/search?q=Silicon+Valley+Community+Foundation+444+Castro+St+Mountain+View,
Leadership Mountain View,580 Castro St,education,0.001,https://www.google.com/search?q=Leadership+Mountain+View+580+Castro+St+Mountain+View,
Pioneer Memorial Park,1146 Church St,park,0.001,https://www.google.com/search?q=Pioneer+Memorial+Park+1146+Church+St+Mountain+View,
Friends of the Mountain View Library,585 Franklin St,community_services_non_profits,0.001,https://www.google.com/search?q=Friends+of+the+Mountain+View+Library+585+Franklin+St+Mountain+View,
Acupuncture and Chinese Medical Group,375 Castro St,acupuncture,0.001,https://www.google.com/search?q=Acupuncture+and+Chinese+Medical+Group+375+Castro+St+Mountain+View,
Sight Optometry,369 Castro St,optometrist,0.001,https://www.google.com/search?q=Sight+Optometry+369+Castro+St+Mountain+View,
Orchid Life Acupunctute & Wellness,800 California St,acupuncture,0.001,https://www.google.com/search?q=Orchid+Life+Acupunctute+%26+Wellness+800+California+St+Mountain+View,
Candace Kuo Optometry,369 Castro St,optometrist,0.001,https://www.google.com/search?q=Candace+Kuo+Optometry+369+Castro+St+Mountain+View,
Mountain View VTA Light Rail Station,Evelyn St,transportation,0.001,https://www.google.com/search?q=Mountain+View+VTA+Light+Rail+Station+Evelyn+St+Mountain+View,
Mountain View Fire Department Station No 1,251 S Shoreline Blvd,fire_department,0.001,https://www.google.com/search?q=Mountain+View+Fire+Department+Station+No+1+251+S+Shoreline+Blvd+Mountain+View,
Caltrain-Mountain View Caltrain,600 W Evelyn Ave,train_station,0.001,https://www.google.com/search?q=Caltrain-Mountain+View+Caltrain+600+W+Evelyn+Ave+Mountain+View,
Silicon Valley Heights,800 W El Camino Real,real_estate,0.001,https://www.google.com/search?q=Silicon+Valley+Heights+800+W+El+Camino+Real+Mountain+View,
Happy Feet Foot Spa,858 Villa St,spas,0.001,https://www.google.com/search?q=Happy+Feet+Foot+Spa+858+Villa+St+Mountain+View,
Illumi Salon,655 Castro St,hair_salon,0.001,https://www.google.com/search?q=Illumi+Salon+655+Castro+St+Mountain+View,
RETTEX,655 Castro St,investing,0.001,https://www.google.com/search?q=RETTEX+655+Castro+St+Mountain+View,
City Dolls Color & Hair Design,833 Villa St,hair_salon,0.001,https://www.google.com/search?q=City+Dolls+Color+%26+Hair+Design+833+Villa+St+Mountain+View,
Triada Real Estate Group,655 Castro St,real_estate,0.001,https://www.google.com/search?q=Triada+Real+Estate+Group+655+Castro+St+Mountain+View,
IOOF Independent Order of Odd Fellows Lodge 244,823 Villa St,lodge,0.001,https://www.google.com/search?q=IOOF+Independent+Order+of+Odd+Fellows+Lodge+244+823+Villa+St+Mountain+View,
Orbit & Rust,845 Villa St,hair_salon,0.001,https://www.google.com/search?q=Orbit+%26+Rust+845+Villa+St+Mountain+View,
Imagine Hair Salon,857 Villa St,hair_salon,0.001,https://www.google.com/search?q=Imagine+Hair+Salon+857+Villa+St+Mountain+View,
John Maxwell,800 W El Camino Real,real_estate_agent,0.001,https://www.google.com/search?q=John+Maxwell+800+W+El+Camino+Real+Mountain+View,
WhoAPI,800 W El Camino Real,software_development,0.001,https://www.google.com/search?q=WhoAPI+800+W+El+Camino+Real+Mountain+View,
Dolatch Construction Inc,800 W El Camino Real,construction_services,0.001,https://www.google.com/search?q=Dolatch+Construction+Inc+800+W+El+Camino+Real+Mountain+View,
Arctic Grey,800 W El Camino Real,web_designer,0.001,https://www.google.com/search?q=Arctic+Grey+800+W+El+Camino+Real+Mountain+View,
Grit Mindset Therapy,800 W El Camino Real,psychologist,0.001,https://www.google.com/search?q=Grit+Mindset+Therapy+800+W+El+Camino+Real+Mountain+View,
Aruba Salon,825 Castro St,beauty_salon,0.001,https://www.google.com/search?q=Aruba+Salon+825+Castro+St+Mountain+View,
Jiff Inc,215 Castro St,software_development,0.001,https://www.google.com/search?q=Jiff+Inc+215+Castro+St+Mountain+View,
MIchael Miller,313 Sacramento,counseling_and_mental_health,0.001,https://www.google.com/search?q=MIchael+Miller+313+Sacramento+Mountain+View,
Dr. Munn,800 W El Camino Real,counseling_and_mental_health,0.001,https://www.google.com/search?q=Dr.+Munn+800+W+El+Camino+Real+Mountain+View,
Nail Care By Susan,888 Villa St,nail_salon,0.001,https://www.google.com/search?q=Nail+Care+By+Susan+888+Villa+St+Mountain+View,
Kaiser Permanente,555 Castro St,medical_center,0.001,https://www.google.com/search?q=Kaiser+Permanente+555+Castro+St+Mountain+View,
Mountain View Chamber of Commerce,580 Castro St,community_services_non_profits,0.001,https://www.google.com/search?q=Mountain+View+Chamber+of+Commerce+580+Castro+St+Mountain+View,
Wells Fargo Bank,599 Castro St,bank_credit_union,0.001,https://www.google.com/search?q=Wells+Fargo+Bank+599+Castro+St+Mountain+View,
DrumWave Inc,2465 Latham St,software_development,0.001,https://www.google.com/search?q=DrumWave+Inc+2465+Latham+St+Mountain+View,
Mountain View Movers,650 Castro St,movers,0.001,https://www.google.com/search?q=Mountain+View+Movers+650+Castro+St+Mountain+View,
StarTree Inc,100 View St,software_development,0.001,https://www.google.com/search?q=StarTree+Inc+100+View+St+Mountain+View,
Servpro Of Mountain view/Los Altos,650 Castro St,contractor,0.001,https://www.google.com/search?q=Servpro+Of+Mountain+view%2FLos+Altos+650+Castro+St+Mountain+View,
Picturelab,800 W El Camino Real,event_photography,0.001,https://www.google.com/search?q=Picturelab+800+W+El+Camino+Real+Mountain+View,
山景城站,,transportation,0.001,https://www.google.com/search?q=%E5%B1%B1%E6%99%AF%E5%9F%8E%E7%AB%99+Mountain+View,
Washmix,650 Castro St,laundromat,0.001,https://www.google.com/search?q=Washmix+650+Castro+St+Mountain+View,
Vpaul Salon,787 Castro St,beauty_salon,0.0,https://www.google.com/search?q=Vpaul+Salon+787+Castro+St+Mountain+View,
Hotel El Arroyo,483 Hope St,hotel,0.0,https://www.google.com/search?q=Hotel+El+Arroyo+483+Hope+St+Mountain+View,
Cherith Analytics,650 Castro St,religious_organization,0.0,https://www.google.com/search?q=Cherith+Analytics+650+Castro+St+Mountain+View,
Elegance Hair Salon,696 W Dana St,beauty_salon,0.0,https://www.google.com/search?q=Elegance+Hair+Salon+696+W+Dana+St+Mountain+View,
HBYM Tramites Legales,"699601 View St, Mountain view, CA 94041, EUA  ",passport_and_visa_services,0.0,https://www.google.com/search?q=HBYM+Tramites+Legales+699601+View+St%2C+Mountain+view%2C+CA+94041%2C+EUA+Mountain+View,
Cyclocross Magazine,650 Castro St,business,0.0,https://www.google.com/search?q=Cyclocross+Magazine+650+Castro+St+Mountain+View,
MVSustainability,500 Castro St,public_and_government_association,0.0,https://www.google.com/search?q=MVSustainability+500+Castro+St+Mountain+View,
Forever Protected,650 Castro St,insurance_agency,0.0,https://www.google.com/search?q=Forever+Protected+650+Castro+St+Mountain+View,
AP Investment Management,800 W El Camino Real,financial_advising,0.0,https://www.google.com/search?q=AP+Investment+Management+800+W+El+Camino+Real+Mountain+View,
Mercy-Bush Park,,park,0.0,https://www.google.com/search?q=Mercy-Bush+Park+Mountain+View,
"St. Joseph's Seminary, Mountain View CA",No longer ,religious_organization,0.0,https://www.google.com/search?q=St.+Joseph%27s+Seminary%2C+Mountain+View+CA+No+longer+Mountain+View,
Mountain View Home,1618 Hollingsworth Dr,mountain,0.0,https://www.google.com/search?q=Mountain+View+Home+1618+Hollingsworth+Dr+Mountain+View,
Cecil Hotel by Pearl-Continental,"Mountain View Road, ",resort,0.0,https://www.google.com/search?q=Cecil+Hotel+by+Pearl-Continental+Mountain+View+Road%2C+Mountain+View,
Viakoo,650 Castro St,software_development,0.0,https://www.google.com/search?q=Viakoo+650+Castro+St+Mountain+View,
Berlin Wall Memorial,585 Franklin St,landmark_and_historical_building,0.0,https://www.google.com/search?q=Berlin+Wall+Memorial+585+Franklin+St+Mountain+View,
Lugelo Storybook,650 Castro St,software_development,0.0,https://www.google.com/search?q=Lugelo+Storybook+650+Castro+St+Mountain+View,
Alliance Practice Management,650 Castro St,professional_services,0.0,https://www.google.com/search?q=Alliance+Practice+Management+650+Castro+St+Mountain+View,
Picture Chest Photography,650 Castro St,professional_services,0.0,https://www.google.com/search?q=Picture+Chest+Photography+650+Castro+St+Mountain+View,
St. Joseph Parish,580 Hope St,catholic_church,0.0,https://www.google.com/search?q=St.+Joseph+Parish+580+Hope+St+Mountain+View,
St. Joseph Parish Mission 2019,582 Hope St,religious_organization,0.0,https://www.google.com/search?q=St.+Joseph+Parish+Mission+2019+582+Hope+St+Mountain+View,
EAGLE Priority Insurance Agency,800 W El Camino Real,insurance_agency,0.0,https://www.google.com/search?q=EAGLE+Priority+Insurance+Agency+800+W+El+Camino+Real+Mountain+View,
Redbubble,650 Castro St,shopping,0.0,https://www.google.com/search?q=Redbubble+650+Castro+St+Mountain+View,
Joker City,900 High School Way,landmark_and_historical_building,0.0,https://www.google.com/search?q=Joker+City+900+High+School+Way+Mountain+View,
Trends Personalized 3D,650 Castro St,professional_services,0.0,https://www.google.com/search?q=Trends+Personalized+3D+650+Castro+St+Mountain+View,
Quora,650 Castro St,professional_services,0.0,https://www.google.com/search?q=Quora+650+Castro+St+Mountain+View,
Wong Irene S,555 Castro St,professional_services,0.0,https://www.google.com/search?q=Wong+Irene+S+555+Castro+St+Mountain+View,
El Dorado - Mt. View,600 W Evelyn Ave,landmark_and_historical_building,0.0,https://www.google.com/search?q=El+Dorado+-+Mt.+View+600+W+Evelyn+Ave+Mountain+View,
Global Beads Inc,345 Castro St,video_game_store,0.0,https://www.google.com/search?q=Global+Beads+Inc+345+Castro+St+Mountain+View,
Monte Vista Apartments,245 Bush St,landmark_and_historical_building,0.0,https://www.google.com/search?q=Monte+Vista+Apartments+245+Bush+St+Mountain+View,
Forgeahead Solutions,800 W El Camino Real,it_service_and_computer_repair,0.0,https://www.google.com/search?q=Forgeahead+Solutions+800+W+El+Camino+Real+Mountain+View,
Sunday Assembly Silicon Valley,890 Church St,community_services_non_profits,0.0,https://www.google.com/search?q=Sunday+Assembly+Silicon+Valley+890+Church+St+Mountain+View,
Planetscale,278 Hope St,event_planning,0.0,https://www.google.com/search?q=Planetscale+278+Hope+St+Mountain+View,
Omnify,800 W El Camino Real,software_development,0.0,https://www.google.com/search?q=Omnify+800+W+El+Camino+Real+Mountain+View,
Dealpoint USA,800 W El Camino Real,professional_services,0.0,https://www.google.com/search?q=Dealpoint+USA+800+W+El+Camino+Real+Mountain+View,
Silicon Valley Custom Homes,682 Villa St,contractor,0.0,https://www.google.com/search?q=Silicon+Valley+Custom+Homes+682+Villa+St+Mountain+View,
Castro station,,train_station,0.0,https://www.google.com/search?q=Castro+station+Mountain+View,
Direct Mail for Mac,,business_advertising,0.0,https://www.google.com/search?q=Direct+Mail+for+Mac+Mountain+View,
VTA Mountain View Light Rail Station,600 W Evelyn Ave,train_station,0.0,https://www.google.com/search?q=VTA+Mountain+View+Light+Rail+Station+600+W+Evelyn+Ave+Mountain+View,
Mountain View Transit Center,600 W Evelyn Ave,transportation,0.0,https://www.google.com/search?q=Mountain+View+Transit+Center+600+W+Evelyn+Ave+Mountain+View,
Eagle's Aerie 2356,181 Castro St,social_service_organizations,0.0,https://www.google.com/search?q=Eagle%27s+Aerie+2356+181+Castro+St+Mountain+View,
Newsela Fax,148 Castro St,professional_services,0.0,https://www.google.com/search?q=Newsela+Fax+148+Castro+St+Mountain+View,
MOUNTAIN VIEW,211 HOPE ST,post_office,0.0,https://www.google.com/search?q=MOUNTAIN+VIEW+211+HOPE+ST+MOUNTAIN+VIEW,
EVelopers,800 W El Camino Real,software_development,0.0,https://www.google.com/search?q=EVelopers+800+W+El+Camino+Real+Mountain+View,
Eploy 247,800 W El Camino Real,professional_services,0.0,https://www.google.com/search?q=Eploy+247+800+W+El+Camino+Real+Mountain+View,
EOS Data Analytics,800 W El Camino Real,software_development,0.0,https://www.google.com/search?q=EOS+Data+Analytics+800+W+El+Camino+Real+Mountain+View,
Utobo Inc,800 W El Camino Real,software_development,0.0,https://www.google.com/search?q=Utobo+Inc+800+W+El+Camino+Real+Mountain+View,
Humu,100 View St,software_development,0.0,https://www.google.com/search?q=Humu+100+View+St+Mountain+View,
Lot 8,105 Hope St,parking,0.0,https://www.google.com/search?q=Lot+8+105+Hope+St+Mountain+View,
Perfect salon,744 Villa St,beauty_salon,0.0,https://www.google.com/search?q=Perfect+salon+744+Villa+St+Mountain+View,
"Ricksoft, Inc.",800 W El Camino Real,software_development,0.0,https://www.google.com/search?q=Ricksoft%2C+Inc.+800+W+El+Camino+Real+Mountain+View,
Ada Lash,726 Villa St,beauty_salon,0.0,https://www.google.com/search?q=Ada+Lash+726+Villa+St+Mountain+View,
Protonshub Technologies,800 W El Camino Real,software_development,0.0,https://www.google.com/search?q=Protonshub+Technologies+800+W+El+Camino+Real+Mountain+View,
CD Web Marketing,800 W El Camino Real,marketing_agency,0.0,https://www.google.com/search?q=CD+Web+Marketing+800+W+El+Camino+Real+Mountain+View,
Rabbit Groomers Inc,800 W El Camino Real,pet_groomer,0.0,https://www.google.com/search?q=Rabbit+Groomers+Inc+800+W+El+Camino+Real+Mountain+View,
Genesis of Mountain View,2575 California St,car_dealer,0.0,https://www.google.com/search?q=Genesis+of+Mountain+View+2575+California+St+Mountain+View,
Edvidya,,tutoring_center,0.0,https://www.google.com/search?q=Edvidya+Mountain+View,
Omnissa Workspace ONE,,software_development,0.0,https://www.google.com/search?q=Omnissa+Workspace+ONE+Mountain+View,
Friendly Yellow Cab,100 View St,taxi_service,0.0,https://www.google.com/search?q=Friendly+Yellow+Cab+100+View+St+Mountain+View,
Public Parking,,parking,0.0,https://www.google.com/search?q=Public+Parking+Sunnyvale,
Google Store,,shopping,0.0,https://www.google.com/search?q=Google+Store+Mountain+View,
Kids Haircuts Mountain View - Kids-friendly hair salon for children,357 Castro St,hair_salon,0.0,https://www.google.com/search?q=Kids+Haircuts+Mountain+View+-+Kids-friendly+hair+salon+for+children+357+Castro+St+Mountain+View,
Trinity United Methodist Church,748 Mercy St,church_cathedral,0.0,https://www.google.com/search?q=Trinity+United+Methodist+Church+748+Mercy+St+Mountain+View,
Outingz,800 W El Camino Real,event_photography,0.0,https://www.google.com/search?q=Outingz+800+W+El+Camino+Real+Mountain+View,
Asahi Glass,444 Castro St,glass_and_mirror_sales_service,0.0,https://www.google.com/search?q=Asahi+Glass+444+Castro+St+Mountain+View,
Playco,421 Castro St,software_development,0.0,https://www.google.com/search?q=Playco+421+Castro+St+Mountain+View,
Chris Crego - Atria Real Estate,800 W El Camino Real,real_estate_agent,0.0,https://www.google.com/search?q=Chris+Crego+-+Atria+Real+Estate+800+W+El+Camino+Real+Mountain+View,
Factored,400 Castro St,b2b_science_and_technology,0.0,https://www.google.com/search?q=Factored+400+Castro+St+Mountain+View,
Facial Town,257 Castro St,beauty_salon,0.0,https://www.google.com/search?q=Facial+Town+257+Castro+St+Mountain+View,
Holistic AcuCare,375 Castro St,acupuncture,0.0,https://www.google.com/search?q=Holistic+AcuCare+375+Castro+St+Mountain+View,
N California Health & Acupuncture,375 Castro St,acupuncture,0.0,https://www.google.com/search?q=N+California+Health+%26+Acupuncture+375+Castro+St+Mountain+View,
Cloudmeter,812 W Dana St,it_service_and_computer_repair,0.0,https://www.google.com/search?q=Cloudmeter+812+W+Dana+St+Mountain+View,
Pactum AI Inc.,800 W El Camino Real,software_development,0.0,https://www.google.com/search?q=Pactum+AI+Inc.+800+W+El+Camino+Real+Mountain+View,
Paolo Mejia Fine Art and Design,257 Castro St,art_gallery,0.0,https://www.google.com/search?q=Paolo+Mejia+Fine+Art+and+Design+257+Castro+St+Mountain+View,
Hathorn Insurance Agency,800 W El Camino Real,insurance_agency,0.0,https://www.google.com/search?q=Hathorn+Insurance+Agency+800+W+El+Camino+Real+Mountain+View,
Budget Motel,1028 W El Camino Real,motel,0.0,https://www.google.com/search?q=Budget+Motel+1028+W+El+Camino+Real+Mountain+View,
Jimenezbarber,844 W Dana St,professional_services,0.0,https://www.google.com/search?q=Jimenezbarber+844+W+Dana+St+Mountain+View,
Well Health Acupuncture,838 W Dana St,acupuncture,0.0,https://www.google.com/search?q=Well+Health+Acupuncture+838+W+Dana+St+Mountain+View,
Spangler Mortuary,799 Castro St,funeral_services_and_cemeteries,0.0,https://www.google.com/search?q=Spangler+Mortuary+799+Castro+St+Mountain+View,
Foghorn Consulting,268 Castro St,professional_services,0.0,https://www.google.com/search?q=Foghorn+Consulting+268+Castro+St+Mountain+View,
JulieQ's Hair Salon,951 W Dana St,hair_salon,0.0,https://www.google.com/search?q=JulieQ%27s+Hair+Salon+951+W+Dana+St+Mountain+View,
My Hair Lady,282 Castro St,beauty_salon,0.0,https://www.google.com/search?q=My+Hair+Lady+282+Castro+St+Mountain+View,
芒廷維尤 (加利福尼亞州),,landmark_and_historical_building,0.0,https://www.google.com/search?q=%E8%8A%92%E5%BB%B7%E7%B6%AD%E5%B0%A4+%28%E5%8A%A0%E5%88%A9%E7%A6%8F%E5%B0%BC%E4%BA%9E%E5%B7%9E%29+Mountain+View,
WellnessNr5 Day Spa,321 Oak St,spas,0.0,https://www.google.com/search?q=WellnessNr5+Day+Spa+321+Oak+St+Mountain+View,
Stampli,800 California St,software_development,0.0,https://www.google.com/search?q=Stampli+800+California+St+Mountain+View,
